totalTime,slamTime,networkTime,renderTime,segmentationTime
58.21500000031665,104.63354099960998,131.67145900055766,0.9100000001490116,9.899999999906868
266.4550000000745,9.171065000351518,18.343934999778867,0.47499999962747097,7.294999999925494
66.62999999988824,5.655780999921262,20.209218999836594,0.5200000000186265,11.90500000026077
66.83999999985099,5.241544999647886,24.603455000557005,0.4599999999627471,12.06000000005588
66.84000000031665,6.664184000343084,23.03581599937752,0.8149999999441206,10.209999999962747
66.9499999997206,5.977434000000358,24.772565999999642,0.40000000037252903,11.455000000074506
66.03500000014901,7.146873999852687,26.18312600022182,0.40499999979510903,12.015000000130385
66.93999999994412,6.257230000104755,21.922770000062883,0.5400000000372529,12.135000000242144
67.04999999981374,6.513573999982327,21.736426000017673,0.47500000009313226,12.875
66.23500000033528,6.377939000260085,22.57206099992618,0.2800000002607703,11.65999999968335
83.71999999973923,7.555947999935597,21.96405200008303,0.4450000002980232,11.915000000037253
49.6750000002794,6.466206999961287,22.503792999777943,0.5049999998882413,11.875
66.73499999986961,6.150859999936074,22.14414000045508,0.5099999997764826,11.739999999757856
66.58999999985099,7.212466000113636,21.947534000035375,0.48499999986961484,12.470000000204891
66.9199999999255,6.8270380003377795,23.242961999494582,0.43500000005587935,12.464999999850988
66.41500000003725,6.185891999863088,24.02410800009966,0.4199999999254942,11.805000000167638
66.7050000000745,6.386880999896675,40.54311900027096,0.3849999997764826,20.550000000279397
100.24000000022352,6.150514999870211,24.739485000260174,0.4100000001490116,13.244999999646097
66.5449999999255,6.071002000011504,26.06899800011888,0.4199999999254942,13.300000000279397
66.3300000000745,6.085866999812424,24.70413300022483,0.39999999990686774,12.46999999973923
67.08499999996275,6.236171999946237,25.09382800012827,0.3700000001117587,11.674999999813735
66.52000000001863,7.140151999890804,25.99984800023958,0.4149999995715916,11.645000000018626
83.27000000001863,6.082300000358373,23.762699999846518,0.4649999998509884,11.629999999888241
49.669999999925494,6.035643999930471,23.30435600038618,0.43500000005587935,12.654999999795109
66.74500000011176,6.025615000165999,25.644385000225157,0.35999999986961484,12.40999999968335
66.78999999957159,6.5268890000879765,25.298111000098288,0.38500000024214387,12.529999999795109
66.875,8.160571000073105,25.589428999926895,0.5649999999441206,6.779999999795109
83.0500000002794,6.978020000271499,25.64197999984026,0.4100000001490116,12.205000000074506
49.96999999973923,6.0017029996961355,25.50829700054601,0.39999999990686774,12.729999999981374
67.22500000009313,6.037720000371337,24.477279999759048,0.36499999975785613,12.419999999925494
66.34000000031665,6.037938999943435,24.647061000112444,0.38500000024214387,12.329999999608845
66.59499999973923,6.072044000029564,24.487955999560654,0.39000000013038516,11.65500000026077
66.56000000005588,6.673547999933362,28.941451999824494,0.4850000003352761,11.595000000204891
66.85999999986961,6.4151180000044405,25.634881999809295,0.39999999990686774,12.085000000428408
66.69500000029802,5.992888999637216,29.362111000344157,0.4649999998509884,12.864999999757856
67.0749999997206,6.0352579997852445,25.454742000438273,0.4150000000372529,12.584999999962747
66.15500000026077,7.190456000156701,26.014543999452144,0.4150000000372529,11.035000000149012
67.45499999960884,6.154674000106752,25.025326000060886,0.39500000001862645,12.540000000037253
65.8300000000745,6.069546000100672,24.93545399978757,0.43000000016763806,11.535000000149012
66.81000000005588,6.018556999973953,24.3964430000633,0.625,10.470000000204891
66.47999999998137,6.06185600021854,25.388143999967724,0.35999999986961484,12.555000000167638
66.74000000022352,6.222875999752432,25.24712400045246,0.39999999990686774,12.43500000005588
66.59499999973923,93.56937799975276,26.49062200030312,1.0750000001862645,13.104999999981374
166.88500000024214,32.911259999964386,24.153739999979734,2.9650000003166497,10.609999999869615
116.47999999998137,16.15709500014782,17.797904999926686,29.229999999981374,12.240000000223517
99.8300000000745,20.750951000023633,23.53904899954796,1.7700000000186265,11.330000000074506
83.42999999970198,17.203825999982655,23.991173999849707,1.0750000001862645,12.475000000093132
66.93000000016764,89.0841069999151,24.870893000159413,1.4849999998696148,13.43500000005588
133.375,20.97707200003788,24.217928000260144,1.6850000000558794,13.294999999925494
66.75499999988824,23.621551000047475,25.223449000157416,1.8600000003352761,12.354999999981374
83.52000000001863,29.844950000289828,25.70504999998957,1.8049999997019768,11.870000000111759
82.93999999994412,35.18991299998015,24.540087000001222,1.6899999999441206,12.129999999888241
99.94500000029802,79.04040700010955,26.304593000095338,2.6899999999441206,12.584999999962747
133.4049999997951,13.981306000147015,18.603693999815732,2.1599999996833503,11.900000000372529
83.43999999994412,15.605408999603242,24.704591000452638,1.720000000204891,12.18500000005588
83.56499999994412,16.708476999774575,24.90652299998328,4,13.044999999925494
66.41000000014901,21.571525000035763,41.72847499977797,2.114999999757856,12.59000000031665
99.66000000014901,69.23083700006828,25.35416299989447,2.3799999998882413,12
133.464999999851,28.596721000038087,19.063279000110924,2.3549999999813735,12.604999999981374
66.34500000020489,33.938050999771804,21.50694900052622,2.7149999998509884,12.964999999850988
100.60999999986961,32.66630099993199,22.293699000030756,2.514999999664724,12.535000000149012
99.56000000005588,17.422280999831855,21.977719000075012,2.599999999627471,11.919999999925494
66.75999999977648,104.33806499978527,23.036935000214726,2.5649999999441206,12.870000000111759
183.48499999986961,32.08779100002721,20.732208999805152,4.100000000093132,12.820000000298023
83.25,40.1378839998506,19.267115999944508,2.9100000001490116,12.395000000018626
100.36500000022352,33.13946500001475,19.55553499981761,4.260000000242144,12.365000000223517
116.16500000003725,35.96614000014961,21.43386000022292,6.0499999998137355,12.040000000037253
