totalTime,slamTime,renderTime,segmentationTime
51.375,68.12000000011176,1.7299999999813735,10.665000000037253
99.94000000040978,19.52999999979511,1.625,18.25499999988824
66.20999999996275,6.185000000055879,1.5300000002607703,10.869999999646097
33.14500000001863,5.379999999888241,1.2599999997764826,9.104999999981374
33.84999999962747,6.03000000026077,1.7449999996460974,9.06000000005588
49.705000000074506,3.834999999962747,1.3850000002421439,9.610000000335276
16.229999999981374,5.365000000223517,1.7549999998882413,9.395000000018626
33.97000000020489,8.075000000186265,1.470000000204891,10.834999999962747
33.75499999988824,3.1299999998882413,1.2349999998696148,8.040000000037253
33.05500000016764,3.265000000130385,1.305000000167638,7.554999999701977
32.80499999970198,3.180000000167638,1.4100000001490116,7.554999999701977
33.325000000186265,3.940000000409782,1.7450000001117587,10.359999999869615
33.30500000016764,3.890000000130385,1.3649999997578561,8.459999999962747
33.614999999757856,3.5750000001862645,1.5449999999254942,8.790000000037253
49.984999999869615,4.875,1.6950000002980232,12.90500000026077
50.1300000003539,3.915000000037253,1.709999999962747,13.349999999627471
32.8699999996461,3.419999999925494,1.790000000037253,12.399999999906868
33.53000000026077,3.815000000409782,1.9849999998696148,12.549999999813735
49.924999999813735,7.4799999999813735,1.4550000000745058,14.014999999664724
50.16000000014901,4.625,2.6000000000931323,13.225000000093132
33.77499999990687,7.495000000111759,1.5249999999068677,14.649999999906868
34.78000000026077,3.140000000130385,1.3849999997764826,8.574999999720603
31.424999999813735,3.515000000130385,1.3650000002235174,7.834999999962747
32.91000000014901,3.294999999925494,1.3799999998882413,8.634999999776483
33.625,3.2299999999813735,1.3399999998509884,8.145000000018626
33.39999999990687,4.379999999888241,1.3900000001303852,8.06499999994412
33.13499999977648,3.0899999998509884,1.375,8.484999999869615
33.89999999990687,3.1550000002607703,1.4550000000745058,8.950000000186265
32.89500000001863,4.179999999701977,1.4750000000931323,9
33.3000000002794,3.390000000130385,1.4899999997578561,9.294999999925494
33.640000000130385,2.944999999832362,1.3300000000745058,8.199999999720603
33.37999999988824,3.294999999925494,1.2650000001303852,8
32.75499999988824,4.054999999701977,1.5649999999441206,10.490000000223517
33.580000000074506,3.4350000000558794,1.334999999962747,8.154999999795109
33.71999999973923,3.169999999925494,1.4399999999441206,8.349999999627471
32.74000000022352,3.080000000074506,1.3649999997578561,8.320000000298023
33.765000000130385,3.125,1.4100000001490116,8.619999999646097
33.15499999979511,3.2749999999068677,1.444999999832362,8.595000000204891
33.14999999990687,4.4799999999813735,1.6000000000931323,9.109999999869615
33.68999999994412,3.7549999998882413,2.194999999832362,12.875
33.170000000391155,3.765000000130385,1.944999999832362,12.625
